Time;RPS
190;142.22500796210696
191;141.2775509440056
192;142.63042630874475
193;141.15146930054183
194;141.15646333013484
195;141.48761415285702
196;142.86216352355657
197;143.63636412571944
198;142.02764548141425
199;143.4982511327701
200;143.75594336947367
201;143.5835862391413
202;142.869122552398
203;142.6383900891694
204;145.142986899728
205;143.79561791848437
206;144.00365816910073
207;144.02317567434463
208;144.58730950512728
209;142.90936586120992
210;146.17149917183832
211;145.26738664770556
212;144.02637066926633
213;144.69239626402444
214;145.72938649789677
215;144.1855091912587
216;146.24535581858046
217;144.59963120934597
218;145.06846817468826
219;147.80349932716837
220;146.46858538470246
221;144.95250609376214
222;145.76608623481673
223;145.5806637736762
224;146.79761397712895
225;145.8980855969073
226;144.82692466682403
227;147.08096618374728
228;145.40710907292464
229;148.7830937676117
230;145.31346472815812
231;146.20186457766155
232;149.29398257400248
233;147.60920473286458
234;146.7697617258337
235;149.07794136909177
236;146.38249092565675
237;145.9128869490553
238;148.21587375317483
239;147.71266767463263
240;147.47511010750432
241;147.07783275060632
242;149.46474687230005
243;147.4370489581004
244;148.83086711201943
245;146.43635890655278
246;147.84965399146708
247;149.00574115989656
248;147.82694827329962
249;148.66863686616406
250;149.44050756897587
251;148.82476084111318
252;147.70362324119967
253;148.5208665622955
254;146.83239577479114
255;148.63690957263302
256;151.4327634754044
257;149.01242313847504
258;149.6116487496518
259;148.75117572108246
260;149.59959117055757
261;149.17735234355456
262;149.43693972099123
263;150.48883474958322
264;149.2149524166176
265;148.91050716643088
266;148.91147794079544
267;150.49730872559277
268;149.73926839019214
269;148.6505835450853
270;148.98552671324708
271;149.56397686541658
272;149.0553547138773
273;146.87821061522766
274;148.85420752865028
275;149.99806805603873
276;148.9435469062999
277;149.87906127023976
278;148.836317080086
279;149.59992297170828
280;149.15057714770913
281;150.47977687307966
282;148.57276234682777
283;150.36850744109992
284;149.5641497631161
285;148.82982203550378
286;151.15505695109232
287;150.85745734698952
288;149.39017720893582
289;148.6975853113784
290;150.18601618093825
291;149.57295945333715
292;150.7237236604681
293;150.28240700038972
294;150.42268446206114
295;149.93426127010437
296;150.86515870439672
297;148.61736290498
298;149.10149628673895
299;148.91414812396843
300;150.79237484615592
301;150.44975065330183
302;149.32816196754837
303;148.80209693675104
304;149.90666416192792
305;150.9720473555201
306;149.8671719039234
307;150.18872180446013
308;149.15330556617084
309;151.13447848639683
310;149.5225209013645
311;151.43394319917527
312;150.82634240691746
313;148.54848720118082
314;149.60639956558907
315;151.02600692985467
316;150.57017947873118
317;150.93442445999966
318;151.81482954798048
319;149.72522084750608
320;150.20292112209088
321;150.39500646077312
322;149.33411915023456
323;148.84250112812873
324;148.7813069537955
325;149.32588319231516
326;150.42032807507704
327;150.59918730541534
328;150.10691583044067
329;149.5729427539336
330;149.70190341526583
331;149.4390466638243
332;149.68987065533304
333;146.6481212097373
334;149.07006667546455
335;148.1265712502468
336;150.5021526912476
337;148.68382443764185
338;151.6758692827957
339;148.80023236299243
340;148.57997753766378
341;149.7437931647561
342;149.20209759409983
343;147.94761183108804
344;150.01043406633588
345;147.33216591063922
346;148.4896210089645
347;146.97070655505814
348;150.5329286530084
349;147.45571847031624
350;147.6176019757649
351;149.6850837257222
352;148.25283999231303
353;149.05224779974995
354;147.75954918228834
355;147.85507293182536
356;146.8650164740754
357;148.6809748613599
358;147.79956000441757
359;146.34005178235188
360;145.148386923881
361;146.65432083096695
362;146.97764242660816
363;146.80076648615167
364;148.3867069133566
365;147.20139811981832
366;147.3704585210013
367;147.9119194062612
368;145.69743289688589
369;147.41170608346727
370;146.08214602975764
371;147.20158273971515
372;145.33019084250552
373;146.88974567503195
374;145.7040514885518
375;145.3453069722335
376;147.34372967290417
377;144.83278595869342
378;146.5237260584975
379;144.7542721150966
380;146.5342148156993
381;147.45673893927784
382;145.2261898534107
383;145.30839055550274
384;143.60870379619274
385;144.2833018537465
386;145.1045519012544
387;145.67060696538852
388;146.83838042095388
389;144.89571852576552
390;143.515136766973
391;144.5847094488256
392;144.90763560633508
393;145.66631911513133
394;144.94071291797857
395;144.6051729248391
396;144.92662120268977
397;144.56515546174154
398;143.55448146754634
399;144.57511866545372
400;144.02613763664283
401;143.7086771881795
402;143.8406590990772
403;141.96345047767366
404;142.46213726540097
405;140.89694544458553
406;143.22399275724624
407;143.38562793465482
408;141.30638870508136
409;142.41518399666253
410;141.3624934734516
411;141.9572778503565
412;141.26528538944893
413;140.92721347480133
414;140.62406159421468
415;142.79325592580045
416;140.7374370485358
417;141.35207913806238
418;141.23686054010892
419;140.4606838219331
420;141.37125948684061
421;141.80487208751492
422;139.9577212226099
423;139.27683799082683
424;139.34071506713448
425;141.02737552568485
426;138.89062588554455
427;137.562709204437
428;139.2690954280733
429;137.88887390657683
430;137.06924801649268
431;138.08541926102427
432;137.18417422615434
433;139.33527301668755
434;136.1662225491243
435;136.3584137454235
436;136.94825107916554
437;137.1817922063009
438;137.15277745137348
439;136.793608409743
440;136.34413036427853
441;138.52757680465447
442;137.9466416343682
443;135.59587419745054
444;137.16798167024754
445;136.66607387854415
446;134.59439281867134
447;137.08232693935048
448;136.47296724319105
449;137.3918183428039
450;135.9152627409249
451;134.19422338751878
452;134.6779337261104
453;132.65594651066465
454;133.07242843010755
455;134.6120177559951
456;132.74968260735324
457;134.585102674726
458;133.7446014752374
459;132.7275855463008
460;132.70053566111574
461;133.23658248001826
462;131.56681515567408
463;132.40239427598468
464;132.64852579829966
465;132.5050041301286
466;133.4540887680627
467;130.55154081440773
468;132.20671814634832
469;132.4142610859456
470;131.35406929026948
471;130.32225218837564
472;128.77197358792793
473;132.2962181035654
474;130.43982548938038
475;131.28759660778903
476;129.40920428660345
477;129.91841885832142
478;129.91865199192532
479;128.73588417907985
480;128.20123430382952
481;129.35685303762943
482;127.25193160158346
483;128.99231882548196
484;127.40538905882647
485;127.6812213464708
486;128.95409981829056
487;127.07387310585598
488;129.41947495521066
489;127.38400731291225
490;128.99169309567756
491;127.11436567674777
492;126.85169523061627
493;124.79638563355324
494;126.20435364297326
495;126.1278607498317
496;125.60208778726228
497;126.00666075371657
498;124.57802948855841
499;125.4160399187226
500;125.20436677648742
501;124.63655299156493
502;124.24622752702065
503;124.23268646475331
504;123.55461941708913
505;123.09140956306173
506;124.52098394844643
507;123.6010095114264
508;124.51089579560613
509;122.83214309418224
510;124.60095135163644
511;121.41226897626895
512;121.8463549120583
513;120.4686807707529
514;121.19255662534883
515;122.05339573030857
516;120.92355115094763
517;122.3568867878215
518;121.0613178466514
519;120.8824511121421
520;119.21415620749681
521;119.61599961226014
522;119.04386201500911
523;119.37492617817377
524;117.97660761654764
525;119.05069593939818
526;118.85598368643481
527;120.29294944585243
528;118.36997952274724
529;118.90811757537165
530;118.43079988712662
531;119.47114700511241
532;118.39461622707694
533;118.47421109395589
534;116.79251642804434
535;116.68763183347522
536;116.07217897392546
537;116.53719165822243
538;116.4362641804875
539;116.40510022964288
540;116.1870757034577
541;114.26405095786612
542;115.83304226603417
543;113.70662202886206
544;113.44381768399874
545;114.61488062697211
546;113.7257265222504
547;113.7070277361268
548;112.47524638975257
549;113.13062577916905
550;113.25217111947005
551;113.43986360269855
552;112.20262161310221
553;111.88285610571705
554;110.48967287345928
555;112.31334740752266
556;111.92913919525759
557;110.52918497223008
558;110.74842549706473
559;109.5212841475678
560;108.99477808302026
561;110.08462204376023
562;108.07293136225579
563;109.6087998329686
564;110.24348432976177
565;108.71488172190146
566;108.97550591523601
567;108.52215338887464
568;108.47470157309186
569;108.87380098504072
570;109.71373743664901
571;106.17452500420815
572;107.61462809272783
573;106.02650688179357
574;106.67294924316104
575;105.61446993713847
576;105.6026494204861
577;105.0294895856692
578;106.18230533802294
579;104.94017848993347
580;104.5334752397821
581;104.65652854399771
582;105.9482430314401
583;105.84765777600339
584;104.77235217467202
585;103.76459078621427
586;102.02796413061894
587;102.68581161852804
588;103.74821209523208
589;102.62470893090213
590;101.3008736040885
591;102.10062526417394
592;101.92326632260335
593;100.41378379901461
594;101.50604894306271
595;101.6656284224646
596;102.00945538279039
597;102.0446276629599
598;99.48462134242735
599;99.40089637248789
600;101.79762887035426
601;99.66117532800943
602;100.70823483289725
603;98.14962277589802
604;99.23061798481045
605;98.58120116805318
606;100.6253588047283
607;98.73485477442266
608;96.83720252067873
609;98.66750521091896
610;96.96635295179719
611;97.45280375432343
612;96.19640082208086
613;93.32345699524313
614;95.63237844280125
615;96.3120593456635
616;93.21184017185507
617;96.21699483245554
618;94.68676237859798
619;92.44048932226501
620;94.37941660510984
621;95.15288005483106
622;92.55586632231947
623;93.63897797442725
624;92.87501603634904
625;93.13443169693458
626;91.76409997142238
627;90.43158055245695
628;91.36418309516252
629;93.21112958571631
630;90.78016178789656
631;91.40117514922137
632;91.21610928704607
633;92.41214110162024
634;92.45249565343047
635;92.66596210246243
636;89.21785885596945
637;90.20192722647077
638;88.31016387045719
639;90.49125356622955
640;89.83802656047317
641;88.47025372771229
642;89.63072281280631
643;89.9859829605448
644;88.59346289797494
645;89.32994509711435
646;89.13962438113144
647;87.10772403505172
648;86.8252288478474
649;90.13304855263642
650;85.00980577072862
651;85.5680336669144
652;86.82181320951476
653;86.89452977024489
654;87.51421925454568
655;84.43304965065653
656;85.73576316734486
657;84.9957565968994
658;85.06250309018117
659;84.99873926709745
660;83.69278913633588
661;85.56636149909383
662;83.40423673750246
663;82.82926913367389
664;83.18211264079798
665;83.28496816448356
666;82.97856713177165
667;81.10504195148023
668;82.54776464259182
669;83.12693415266172
670;81.84209971077559
671;82.3846565845473
672;82.95850348403995
673;82.59131073321004
674;79.4413353317431
675;79.45466879905261
676;79.26337074836675
677;80.37707394129727
678;77.95518585028496
679;79.10664599996926
680;80.08360990640067
681;80.73667306029388
682;80.95001600588213
683;77.46602736212809
684;77.54453865176848
685;79.1096381874707
686;78.27736959175644
687;79.06495393053686
688;77.17715569563406
689;76.41140341777526
690;76.65711502575137
691;76.09079746888014
692;77.13186353276589
693;76.47338181869097
694;78.44497555135999
695;76.19547102890449
696;75.74138821356726
697;75.76753885998482
698;75.30161710275569
699;76.42279957239087
700;75.34848887499483
701;74.66712050780173
702;75.90604407103045
703;73.04506713015394
704;73.02606467274425
705;74.36871296777854
706;72.99158770495511
707;74.67206892111204
708;72.89819597023379
709;72.84863932657639
710;72.69410206360976
711;73.07999272250719
712;72.10886464669605
713;71.37040353749832
714;73.30329976898369
715;69.79464754424939
716;72.07294914916187
717;71.23733485403741
718;71.54676911854885
719;71.6056530066231
720;71.05724208203962
721;68.94124702987565
722;69.45157957247973
723;68.21626766647744
724;70.00758441713589
725;69.75354313518318
726;68.7730338903537
727;69.52811142131154
728;67.18663084454612
729;70.42833743659043
730;69.3654813235397
731;67.67619210205517
732;68.180747461016
733;69.37714689443284
734;67.5375522299081
735;67.32769591748547
736;66.99753736213871
737;67.01406366051648
738;67.40873136644596
739;67.17680709190395
740;65.64684200326776
741;64.66927561367754
742;64.93013346106241
743;65.50485128114866
744;65.83095862048314
745;65.98034483588143
746;64.06223013452437
747;64.052501858112
748;65.39821820162081
749;63.35530633360056
750;64.7869392625325
751;66.22906103396039
752;64.14911899143108
753;66.11410170068582
754;64.5064165165389
755;63.429639852450826
756;62.27705482249672
757;65.0463684100848
758;63.788485865342174
759;63.316698407659565
760;62.1048953921057
761;62.52541888300741
762;64.40491966144401
763;61.12320426581373
764;63.02771264060679
765;61.48709486941867
766;61.29907222649354
767;62.15510648841249
768;60.9609767834569
769;62.12277048989373
770;62.12598147596302
771;61.77600796145108
772;60.65944124319737
773;61.32607377449877
774;61.468714654985526
775;59.252574646154144
776;59.421804445510055
777;60.61802722093811
778;59.091409782473804
779;58.99424953028883
780;60.525616660076366
781;59.544992508445894
782;60.5819092647206
783;58.07812844454458
784;59.81411819598924
785;59.9460424703947
786;58.640234681557764
787;58.02872390698441
788;58.199299913621815
789;57.47260314126359
790;59.86484692267625
791;56.60668751742354
792;56.705740094475004
793;56.884571741719924
794;56.34668812379621
795;56.81337766541183
796;56.53327614280346
797;56.38660348351525
798;55.37696224242293
799;57.73854483258699
800;56.68614941904794
801;56.20119593790441
802;57.84895639391102
803;57.09097264450848
804;56.23056116659593
805;55.81596339792611
806;56.84480501883715
807;55.93823217331419
808;55.314497580290755
809;56.56548237492153
810;55.09726031217167
811;54.96948312466534
812;53.63571474249655
813;55.64560431645698
814;54.252577352249794
815;56.1245957038489
816;54.73717097006061
817;54.295012014767984
818;54.003956198116896
819;55.77527780876837
820;54.01683138507714
821;54.83352757747429
822;54.66192987794619
823;55.671516265822724
824;54.26282461971283
825;54.5112488420412
826;53.35950447764221
827;53.55056346070267
828;53.550710562636226
829;51.35401783299521
830;53.004224623350474
831;53.97137848484003
832;53.23607170460143
833;52.34800427950401
834;53.89794363232933
835;53.74663192949307
836;53.08144573801062
837;54.28934494235963
838;51.46113520048068
839;53.340997938961515
840;52.68495007439851
841;50.16306500121927
842;52.275048571022204
843;51.93431830024823
844;51.89286775976085
845;49.58604000450753
846;51.35229302562807
847;52.7724892430744
848;52.417024832023934
849;51.87028422547325
850;52.00325746813836
851;51.2820136830473
852;51.16113559483788
853;50.447507095972746
854;50.77959432013124
855;51.678958047509866
856;51.69844670738907
857;51.28887593990339
858;51.769451113447495
859;50.58775882749482
860;51.65056143914995
861;50.50696353127456
862;53.61654084393384
863;49.84950708389346
864;52.23241838907347
865;52.34452499159753
866;49.97984065914558
867;51.84803057365041
868;50.22411313073051
869;48.991760033534405
870;49.623455196407946
871;48.71074955433644
872;50.15733745403513
873;51.51901575820206
874;50.801279764503676
875;52.07763508971732
876;51.903506452773236
877;50.28885505876982
878;49.52726416914863
879;51.99692712951334
880;51.642882636038884
881;50.684493395604925
882;49.85479143463377
883;49.91668823738182
884;48.71590255704893
885;51.169690314577856
886;50.126109662696244
887;51.75804236613081
888;49.18268149323509
889;47.93612684357509
890;50.669533397451524
891;51.03557561753653
892;48.25970884100238
893;50.49836113972517
894;50.48318422403592
895;51.12668323449957
896;50.76978923886629
897;52.14316295344997
898;48.01147684449328
899;51.022950097839775
900;48.607065258443015
901;49.68330726871037
902;49.657240513724474
903;50.213069190763534
904;49.694677711510074
905;50.462842009624175
906;49.26840189576655
907;48.191049639651155
908;49.789089873999075
909;49.49250709396837
910;49.362367458270505
911;51.704607657064635
912;49.75137860615903
913;49.87139236897081
914;49.555942040352015
915;50.70712188197795
916;49.911191756636484
917;49.854265880484604
918;50.113313974460716
919;51.48930999214683
920;51.30485809895028
921;49.519268477419274
922;50.913639519086935
923;51.829118912791756
924;49.09263971058539
925;50.89575509417881
926;50.808304911030184
927;50.10992256549272
928;50.41925210578433
929;48.46349792279097
930;51.10181289663233
931;52.19608854506448
932;49.9907772710611
933;51.47818624454177
934;50.820086336465884
935;51.93105059054739
936;51.6152972991937
937;50.24995188412882
938;50.15255028908491
939;53.01614414343124
940;50.21125058506544
941;51.49371067112047
942;52.01630576388792
943;52.118294583450954
944;51.780620582483785
945;53.19953583021516
946;49.48602659058436
947;50.736433780988996
948;49.1402529935176
949;52.93507027958358
950;51.287680027279265
951;50.72152933546988
952;52.32043340089773
953;52.76937369973686
954;51.582600232899004
955;52.17084023811406
956;52.85504648715043
957;52.13229816175069
958;51.23820619918342
959;53.26529481525979
960;51.784922647655755
961;54.071780157090586
962;51.7314754440457
963;52.75276640054402
964;52.68844206730688
965;52.00615586841615
966;53.276544103542975
967;55.144455382490136
968;53.18905167868514
969;54.68031243077005
970;51.51457682523431
971;52.465517415202505
972;52.6782284042633
973;54.45972655889393
974;54.31298168760316
975;54.032604745323624
976;55.62639225298707
977;55.08027628912362
978;54.455862067318385
979;54.49003710215336
980;54.628806213142305
981;53.29675028716896
982;54.98683209882265
983;53.31911135282132
984;56.56148019166756
985;55.70972440510234
986;55.57168637854407
987;54.62264424588808
988;54.43866814199485
989;55.75562122855389
990;56.096004783093115
991;55.76399711415029
992;55.444857556940825
993;54.46877235296379
994;56.358909560887525
995;57.380863407787324
996;55.54957042489946
997;57.2891138567776
998;55.438679311546494
999;57.20218092665033
1000;57.366004532706974
1001;56.1915040014887
1002;55.93710094176902
1003;56.93585248213028
1004;57.711860038313766
1005;58.37496286888799
1006;56.22216175116519
1007;55.90611874953646
1008;58.645679317989575
1009;57.423765067435795
1010;57.83068991760058
1011;58.39055458746759
1012;58.34035267478746
1013;57.76494801043751
1014;59.48731643250752
1015;59.0164727243685
1016;60.372413988538554
1017;58.11718772068701
1018;60.83133721848816
1019;59.73860794617705
1020;60.11890062019684
1021;58.67421580629432
1022;60.794320618102645
1023;60.41975510762051
1024;60.65717994367007
1025;60.49665239291268
1026;60.239155727404224
1027;59.21241667240876
1028;60.74851001676912
1029;61.96250856579964
1030;61.045685333132695
1031;61.06791083923
1032;61.8782660107389
1033;62.37235522850996
1034;61.831405986630514
1035;61.6001478569347
1036;61.70056610998523
1037;60.24334464314213
1038;61.879817810479494
1039;65.47428458342159
1040;62.99536065611527
1041;63.803840208693806
1042;62.18352678545988
1043;60.68918491605121
1044;63.995155060125484
1045;63.57203512973824
1046;63.829228530204055
1047;65.15233472075593
1048;64.81796002893314
1049;63.15097617500544
1050;66.6833831257148
1051;64.10420659948326
1052;64.99826859341175
1053;66.01402012827485
1054;64.71569182870927
1055;66.45988252411328
1056;65.1469542112925
1057;66.91414401766183
1058;66.34432249890216
1059;64.92464768497521
1060;63.98036043744284
1061;68.23893729176316
1062;66.17371788278297
1063;67.19791158472643
1064;66.97390507617271
1065;66.43084930222201
1066;68.04284065542276
1067;67.9288573955568
1068;67.80801843665937
1069;68.7960005045134
1070;69.71037414915023
1071;67.97669731590774
1072;69.42276960870115
1073;69.20527638524516
1074;71.12295546072441
1075;68.96431728828497
1076;69.80568454063025
1077;71.55387738113284
1078;70.89471082428211
1079;70.8957815794806
1080;72.25151225892562
1081;69.87778122699861
1082;71.37250838276579
1083;70.61360586375324
1084;71.36999511117713
1085;74.68680518898437
1086;73.15944644766249
1087;71.7889631408608
1088;71.7824028897689
1089;72.62850040341286
1090;73.5866999027581
1091;72.70927116157927
1092;72.8318995173168
1093;73.73519037907965
1094;72.51760946066197
1095;73.18755020545791
1096;74.51698786819911
1097;73.56941785707366
1098;72.73765273060212
1099;74.94089764152963
1100;76.67413772285461
1101;75.77687158632037
1102;74.36052663077696
1103;77.2335706341349
1104;75.79057655000624
1105;77.8164248305378
1106;77.11812021237468
1107;78.2958480248307
1108;75.44361435531593
1109;79.02020349961406
1110;77.23193028363123
1111;79.3496866007605
1112;77.70153786658037
1113;77.70937785499592
1114;79.95434148538453
1115;78.29507698207865
1116;78.98241569789151
1117;79.72444091273387
1118;79.38173929379367
1119;80.18462988995014
1120;80.76983756975915
1121;81.23714168285406
1122;80.80742697466047
1123;81.01596150350862
1124;80.96153457992523
1125;81.37346838902047
1126;81.87892661834698
1127;80.42922777730122
1128;82.78601068480424
1129;82.9871744512
1130;83.82555454833998
1131;83.96943642031688
1132;81.17019933091069
1133;83.45745096479851
1134;82.80324123245846
1135;82.9910254429005
1136;83.8679079343429
1137;83.17692752979914
1138;82.47109421754735
1139;84.9154761425375
1140;86.06763445656975
1141;84.5949482788789
1142;85.67258174436306
1143;86.3487153311581
1144;88.65374598765563
1145;85.63798944643663
1146;86.46285426823121
1147;86.89632648076947
1148;84.56554555745157
1149;86.53164218697613
1150;86.43279917419157
1151;85.9484795973776
1152;87.84143475595675
1153;88.96812731256337
1154;87.05827708328098
1155;87.93429213111935
1156;88.01486139181428
1157;88.91880306300746
1158;87.62021833082433
1159;88.890047207355
1160;89.26613814326599
1161;89.85828462999869
1162;89.19121395301212
1163;91.00665243414234
1164;90.79977555159904
1165;90.41815521311202
1166;90.68438109349822
1167;91.36987978677475
1168;91.04045336030207
1169;91.35129872527807
1170;92.43221555690158
1171;92.80208221330213
1172;92.66067338850688
1173;93.56862364917502
1174;90.99403078971629
1175;92.76907531867244
1176;94.05789919546137
1177;93.91416891031737
1178;94.98933596597006
1179;94.23519894431664
1180;96.58001166856053
1181;95.83446776659416
1182;95.51056455093037
1183;95.4277592224208
1184;95.41570512314411
1185;96.86220201642541
1186;97.86135327233154
1187;96.60549669922165
1188;99.01088170048307
1189;96.41563049351828
1190;96.59216136534059
1191;96.06865217919383
1192;96.42542339025397
1193;97.96253608210326
1194;98.29017691374484
1195;97.93077721970057
1196;98.87543894311617
1197;98.35109532542877
1198;100.3174421760058
1199;100.65948554768171
1200;99.86190015176444
1201;99.05600693708784
1202;99.97556340057902
1203;101.27029013225875
1204;100.69787134646454
1205;100.11215537319902
1206;102.04295102628035
1207;102.54250582097818
1208;103.79189857721819
1209;103.68901705712541
1210;103.06389470173417
1211;104.04013792064467
1212;102.81378792599105
1213;104.81702624690072
1214;103.18302194541563
1215;104.48252114803607
1216;104.8440943544341
1217;104.1453532479335
1218;105.30130234449702
1219;105.96229726806207
1220;103.54844321229791
1221;107.4638919883542
1222;103.30899493101629
1223;106.77360214802134
1224;106.08413068820661
1225;106.80891654969096
1226;105.9871561627147
1227;107.16473752305838
1228;108.391228242925
1229;108.09318035268275
1230;106.44790919698664
1231;110.38637867845667
1232;109.10283737912914
1233;108.36608949386
1234;108.104363953986
1235;110.12338345940198
1236;109.0713222529675
1237;110.77117114909898
1238;111.17509286300954
1239;109.79916286599328
1240;111.81044635986224
1241;110.20377866733716
1242;111.13364619786682
1243;112.5983393285475
1244;112.1577102010734
1245;110.9212013723732
1246;111.82547765040042
1247;112.71829554049668
1248;112.77888319369156
1249;113.47334687776466
1250;112.63958299406069
1251;112.72814174395711
1252;115.80495028244279
1253;114.97870884786003
1254;113.41298606923498
1255;114.08301574340156
1256;115.37539424014663
1257;115.26244288925629
1258;114.39572740758108
1259;114.55333113885901
1260;116.80452951796218
1261;115.35379487918973
1262;116.20370262676006
1263;117.67532206746687
1264;116.93207435739912
1265;116.47227731483845
1266;118.5078096486074
1267;117.48673729476018
1268;116.7908567740653
1269;118.91014702669969
1270;117.9370054631489
1271;119.26650283307679
1272;118.40513271676554
1273;118.39128234356073
1274;120.61832879845998
1275;117.0918957119065
1276;119.28421341227642
1277;120.06028236584726
1278;119.46530069471119
1279;121.49106516626331
1280;121.044529589742
1281;118.84782998230526
1282;121.31976792554022
1283;121.80690277736127
1284;121.04805048983543
1285;123.00472363197889
1286;120.84289644633304
1287;120.80473363887234
1288;122.37321279589918
1289;122.29656418373305
1290;123.12302917651466
1291;122.73396929582502
1292;123.95831042576253
1293;123.12071949203545
1294;122.61480628378806
1295;123.52205043406128
1296;123.11533594522167
1297;126.69723376920194
1298;120.93053177900855
1299;124.16658993764221
1300;124.8620228547136
1301;122.1019372820195
1302;125.23589387120133
1303;126.0340117668194
1304;126.56171956269581
1305;125.8219434065329
1306;126.7469006941593
1307;126.26770792726938
1308;126.14351230788283
1309;128.11239355374798
1310;127.7314360802897
1311;127.32315986565817
1312;127.33649271244902
1313;128.35405046382974
1314;129.48297617818272
1315;127.00556411199526
1316;128.8568744988754
1317;129.10299983000314
1318;129.38927194352283
1319;129.833712534027
1320;129.36593661644957
1321;129.43684101709238
1322;130.09412443725896
1323;130.40542578050133
1324;129.22412474083944
1325;130.56695912936792
1326;130.00297855559222
1327;132.4289870889436
1328;132.1906653688349
1329;129.29968959386576
1330;131.69401137947892
1331;131.174945763245
1332;134.0422510271962
1333;133.04233352167782
1334;132.02958156575536
1335;134.2065995995708
1336;132.72727215864117
1337;131.97978474021252
1338;132.32770244878054
1339;133.78408013298193
1340;133.0835325464578
1341;131.58488958735134
1342;131.77196454458158
1343;133.59500148437067
1344;135.15100188381888
1345;133.92634508589856
1346;135.3462913322316
1347;134.86569292906225
1348;135.52955271159487
1349;132.79448194797888
1350;134.15325115696638
1351;135.21203666826884
1352;135.39203091125168
1353;134.78096968917572
1354;134.54513477438246
1355;135.37330028286593
1356;137.0166967449813
1357;136.53362186694412
1358;135.5670744485214
1359;138.46509226120213
1360;135.69764034870713
1361;136.77548430359133
1362;138.15840594653034
1363;139.45348045319315
